url,filename,tipo,contexto
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mma_ptd_anexo_de_entregas_aprovado_final_assinado_assinado-copia_tarjada.pdf,mma_ptd_anexo_de_entregas_aprovado_final_assinado_assinado-copia_tarjada.pdf,entregas,Plano de Transformação Digital MMA / IBAMA / ICMBio / SFB / JBRJ: Documento Diretivo / Anexo de Entr
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ibge_docdiretivo_2025_assinado_assinado_assinado-copia_tarjada.pdf,ibge_docdiretivo_2025_assinado_assinado_assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital IBGE: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ibge_ptd_25_26_anexo_de_entregas_modelo_v2-1_assinado-1_assinado_assinado_copia_tarjada.pdf,ibge_ptd_25_26_anexo_de_entregas_modelo_v2-1_assinado-1_assinado_assinado_copia_tarjada.pdf,entregas,Plano de Transformação Digital IBGE: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/incra_ptd_docdiretivo__assinado-1_assinado_assinado-copia_tarjada.pdf,incra_ptd_docdiretivo__assinado-1_assinado_assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital INCRA: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/incra_anexo_de_entregas_assinado-1_assinado_assinado-copia_tarjada.pdf,incra_anexo_de_entregas_assinado-1_assinado_assinado-copia_tarjada.pdf,entregas,Plano de Transformação Digital INCRA: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/inpi_ptd_docdiretivo_assinado_2025_2026_assinado_assinado.pdf,inpi_ptd_docdiretivo_assinado_2025_2026_assinado_assinado.pdf,diretivo,Plano de Transformação Digital INPI : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/inpi_ptd_anexo_de_entregas_assinado_v1_assinado_assinado.pdf,inpi_ptd_anexo_de_entregas_assinado_v1_assinado_assinado.pdf,entregas,Plano de Transformação Digital INPI : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/inss_ptd_2025_2027_docdiretivo-assinado-copia_tarjada.pdf,inss_ptd_2025_2027_docdiretivo-assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital INSS : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/inss_ptd_2025_2027_anexo_de_entregas-assinado-copia_tarjada.pdf,inss_ptd_2025_2027_anexo_de_entregas-assinado-copia_tarjada.pdf,entregas,Plano de Transformação Digital INSS : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/iphan_ptd_docdiretivo_assinado_2025_2026_assinado_assinado-copia_tarjada.pdf,iphan_ptd_docdiretivo_assinado_2025_2026_assinado_assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital IPHAN: Documento Diretivo / Anexo de Entregas vigente
